profile_id,customer_id,email,loyalty_tier,marketing_opt_in,preferred_channel,birth_date,gender
CRMP-001131,CUST000218,daniel.glover446@gmail.com,Platinum,Yes,Web,1989-10-02,Prefer not to say
CRMP-001888,CUST-001418,kevin.clark757@hotmail.com,Bronze,No,Web,1961-05-13,Male
CRMP-002731,CUST-000570,peter.wolfe210@gmail.com,Platinum,Yes,Web,1977-01-21,Female
CRMP-001841,CUST-001599,jacob.jones257@gmail.com,Gold,Yes,Web,1975-05-18,Female
CRMP-002796,CUST-002760,dustin.park442@yahoo.com,Bronze,No,Mobile App,1963-03-28,Female
CRMP-000913,CUST-002628,barbara.cohen444@yahoo.com,Bronze,Yes,In-Store,1957-08-16,Male
CRMP-001205,CUST-002294, taylor.davis72@hotmail.com ,Bronze,Yes,Web,1993-08-22,Male
CRMP-000869,002901,courtney.galloway890@yahoo.com,Silver,No,Marketplace,2002-10-06,Male
CRMP-000933,CUST-002811,mary.wang632@yahoo.com,Silver,Yes,Web,1972-06-11,Male
CRMP-000063,CUST-002510,patricia.smith490@yahoo.com,Bronze,Yes,Mobile App,1953-06-26,Female
CRMP-001419,CUST-001119,dennis.macias488@gmail.com,Bronze,Yes,Mobile App,1977-04-06,Female
CRMP-000671,CUST-000884,steven.martinez62@hotmail.com,Gold,Yes,Web,1975-02-12,Male
CRMP-000117,CUST-002283,luis.anderson99@yahoo.com,Bronze,No,Mobile App,1992-02-13,Female
CRMP-000417,CUST-001830,eric.rogers674@yahoo.com,Bronze,No,Marketplace,1944-11-27,Female
CRMP-000321,CUST-002623,melissa.jones985@yahoo.com,Silver,Yes,Web,1945-01-04,Male
CRMP-001713,CUST-000464,CHRISTOPHER.TORRES454@YAHOO.COM,Bronze,Yes,Web,1997-11-04,Male
CRMP-001041,CUST-002594,kathryn.johnson329@gmail.com,Gold,No,Web,1962-08-11,Female
CRMP-001904,CUST-001506,robert.small258@gmail.com,Bronze,Yes,Marketplace,2002-10-16,Female
CRMP-000246,CUST-000718,raymond.pugh859@hotmail.com,Bronze,Yes,Marketplace,1944-03-03,Female
CRMP-000568,CUST-001851,joe.vang745@gmail.com,Silver,Yes,Mobile App,1994-11-03,Prefer not to say
CRMP-000723,CUST-001298,mary.williams817@yahoo.com,Bronze,No,Web,2007-12-11,Male
CRMP-001447,CUST-002117,brenda.wilson469@hotmail.com,Platinum,Yes,Marketplace,1947-08-07,Male
CRMP-000825,CUST-002320, carlos.taylor172@gmail.com ,Platinum,No,Web,1956-05-25,Female
CRMP-002139,CUST-000155,wendy.atkinson250@hotmail.com,Silver,Yes,Mobile App,04-Jun-2000,fEMALE
CRMP-000598,CUST-002516,adriana.wiley110@gmail.com,Gold,Yes,Web,1963-04-17,Male
CRMP-001326,CUST-000067,sherri.martin988@yahoo.com,Platinum,Yes,Web,1944-04-10,Male
CRMP-002435,CUST-002289,erik.herman307@gmail.com,Silver,Yes,Web,1967-08-10,Male
CRMP-000032,CUST-001762,andrea.hicks841@yahoo.com,Silver,No,Mobile App,1950-03-09,Male
CRMP-000293,CUST-001586,rachel.hinton297@yahoo.com,Silver,No,Web,2001-02-26,Male
CRMP-000745,CUST-000189,james.cooper87@hotmail.com,,Yes,In-Store,1963-03-04,Male
CRMP-000981,CUST001056,deanna.gregory112@gmail.com,Silver,No,Web,1953-07-27,Male
CRMP-000278,CUST-000787,joshua.lee762@hotmail.com,Bronze,Yes,Web,1996-05-13,Prefer not to say
CRMP-002313,000229,mark.newman376@gmail.com,Silver,No,Mobile App,1994-05-29,Female
CRMP-000045,CUST-002862,gabriela.johnson308@hotmail.com,Bronze,No,Web,1942-01-12,Male
CRMP-002514,CUST-000336,christopher.henderson534@yahoo.com,Bronze,No,Mobile App,2000-05-25,Female
CRMP-002245,CUST-002178,ashley.nelson492@hotmail.com,Platinum,Yes,Web,1978-12-19,Female
CRMP-000842,CUST-954869,michael55@example.org,Silver,Yes,Web,2004-06-12,Male
CRMP-001784,CUST-002014,craig.mills435@hotmail.com,Bronze,No,Marketplace,1986-04-26,Non-binary
CRMP-000113,CUST-002438,jacob.allen707@hotmail.com,Platinum,Yes,Mobile App,1972-04-26,Female
CRMP-001492,CUST-001649,  alicia.norris370@hotmail.com,,No,Mobile App,1975-05-10,Female
CRMP-001345,CUST-000123,kevin.goodman764@hotmail.com,Silver,No,Web,1974-03-26,Male
CRMP-001346,CUST-001058,maria.adams347@gmail.com,Platinum,Yes,Marketplace,1952-07-18,Prefer not to say
CRMP-000343,CUST-000879,patricia.phelps129@gmail.com,Silver,Yes,Marketplace,1995-08-20,Male
CRMP-001387,CUST002301,jason.martin454@hotmail.com,Platinum,No,Marketplace,1965-02-28,Male
CRMP-000355,CUST-000716,sandra.rogers194@gmail.com,Bronze,Yes,Web,1955-01-01,Female
CRMP-001563,CUST-000823,mark.rodriguez174@gmail.com,Bronze,No,Web,2002-08-18,Female
CRMP-002773,CUST-000045,patrick.hernandez716@gmail.com,Platinum,Yes,In-Store,1996-02-13,Male
CRMP-000553,CUST-000971,joseph.johnson864@yahoo.com,Gold,Yes,Mobile App,04/27/1954,Female
CRMP-000342,CUST-001812,brenda.richard727@hotmail.com,Bronze,Yes,Mobile App,1989-08-06,Male
CRMP-000721,CUST-002147,karl.lara195@gmail.com,Bronze,No,Mobile App,1983-07-28,Male
CRMP-002095,cust-000297,heather.madden420@hotmail.com,Bronze,Yes,Web,1964-03-02,Female
CRMP-000807,CUST-002990,amanda.noble834@yahoo.com,Silver,Yes,Web,1952-02-24,Male
CRMP-001215,CUST-002783,jimmy.cooley923@gmail.com,Bronze,No,Marketplace,1946-02-21,Male
CRMP-002036,001778,andrew.morales280@hotmail.com,Bronze,Yes,In-Store,1981-11-26,Male
CRMP-000013,CUST-001384,carrie.bean505@hotmail.com,Gold,No,Mobile App,1986-12-05,Male
CRMP-001494,CUST-000550,erin.lucas291@gmail.com,Bronze,No,Web,1985-02-24,Non-binary
CRMP-001561,000164,stacey.woods202@gmail.com,Gold,Yes,Web,1952-04-06,Male
CRMP-001191,CUST-002455,carol.hall249@hotmail.com,Bronze,No,Marketplace,"July 31, 1984",Male
CRMP-001966,CUST-000130,jesse.baker880@gmail.com,Gold,Yes,Marketplace,1985-06-14,Female
CRMP-002404,CUST-002929,jeffrey.davis841@gmail.com,Silver,Yes,Web,1991-03-21,Female
CRMP-000818,CUST-000706,robert.clark540@gmail.com,Bronze,Yes,Marketplace,1951-01-11,Prefer not to say
CRMP-002317,CUST-000206,brett.parker24@hotmail.com,Bronze,Yes,Web,1957-10-14,Male
CRMP-002206,CUST-001365,amy.morales160@hotmail.com,Gold,No,Web,1981-07-15,Female
CRMP-000249,CUST-000643,larry.castro379@gmail.com,Bronze,No,Marketplace,1998-06-12,Male
CRMP-002353,CUST-000325,heather.mcdaniel263@hotmail.com,Platinum,No,Web,1974-05-30,Male
CRMP-001739,CUST-000708,anne.anderson626@gmail.com,Silver,Yes,Web,1988-08-27,Female
CRMP-000619,CUST-001199,jillian.chandler970@gmail.com,Silver,No,Mobile App,2004-11-09,Male
CRMP-001297,CUST-002024,jacob.valentine660@gmail.com,Bronze,Yes,Mobile App,1999-03-28,Male
CRMP-000948,CUST-001128,shawn.gutierrez266@hotmail.com,Bronze,Yes,Web,2006-06-16,Female
CRMP-002371,CUST-998742,tmorgan@example.org,Gold,Yes,In-Store,2004-07-02,Female
CRMP-002058,CUST-001103,LAURA.JENSEN261@GMAIL.COM,Bronze,Yes,Web,1965-10-01,Non-binary
CRMP-002556,CUST-002742,sandra.day395@yahoo.com,Silver,Yes,Web,1950-07-20,Female
CRMP-001364,CUST-000011,dominic.turner165@yahoo.com,Bronze,Yes,Web,"November 11, 1948",Male
CRMP-000638,CUST-002572,allen.mitchell560@yahoo.com,Silver,Yes,Web,1973-10-04,Male
CRMP-000267,CUST-000645,annette.gutierrez271@gmail.com,Bronze,No,Web,1980-10-09,Non-binary
CRMP-000631,CUST-001619,andrew.anthony448@hotmail.com,Bronze,Yes,Mobile App,1945-07-19,Male
CRMP-001884,CUST-002116,david.henderson744@hotmail.com,Silver,Yes,Marketplace,1996-07-03,FEMALE
CRMP-002764,CUST-002342,michelle.chandler342@gmail.com,Silver,No,Mobile App,1971-12-11,Female
CRMP-002643,CUST-002051,cassandra.humphrey439@yahoo.com,Bronze,Yes,Mobile App,1944-04-16,Non-binary
CRMP-001498,CUST-001785,philip.evans565@yahoo.com,Gold,Yes,Web,1944-10-17,Male
CRMP-001355,CUST-000957,erika.miller593@gmail.com,Bronze,Yes,Mobile App,"April 02, 1944",Male
CRMP-001674,CUST-000070,bradley.gonzales467@yahoo.com,Gold,No,Web,1964-12-06,Female
CRMP-002417,CUST-001442,mark.moore315@yahoo.com,Bronze,Yes,In-Store,2007-12-03,Male
CRMP-002069,CUST-000642,calvin.bryan439@hotmail.com,Bronze,Yes,In-Store,2007-09-22,Female
CRMP-001895,CUST-001373,shawn.morales860@hotmail.com,Bronze,Yes,Web,1958-12-07,Female
CRMP-001757,CUST-002658,phillip.jimenez693@yahoo.com,Silver,Yes,In-Store,1967-04-25,Male
CRMP-000691,CUST-001078,luis.chan802@gmail.com,Bronze,Yes,Mobile App,25-Mar-1942,Male
CRMP-002035,CUST-002075,ronald.erickson785@gmail.com,Gold,Yes,Mobile App,11/23/1992,Female
CRMP-002539,CUST-000477,jennifer.wright333@gmail.com,Silver,Yes,Mobile App,1990-01-30,Female
CRMP-000957,CUST-000580,amy.snow87@hotmail.com,Bronze,No,Mobile App,2006-03-05,Female
CRMP-000507,CUST-002709,lauren.hamilton334@yahoo.com,Bronze,Yes,Mobile App,2004-08-04,Female
CRMP-001897,CUST-002717,cynthia.roberts810@gmail.com,,No,Web,1978-11-14,Female
CRMP-001312,CUST-001105,chris.murray471@yahoo.com,Silver,No,Marketplace,"March 11, 1969",Female
CRMP-001619,CUST-001263,margaret.howard292@hotmail.com,Gold,Yes,Web,1952-03-24,Female
CRMP-000421,CUST-000260,christina.wu901@yahoo.com,Bronze,No,Mobile App,1943-03-29,Female
CRMP-001893,CUST-000852,meghan.allen392@hotmail.com,Bronze,Yes,In-Store,1966-02-07,male
CRMP-002156,CUST-002082,danny.glenn526@gmail.com,Silver,Yes,Marketplace,2005-08-28,Female
CRMP-002820,CUST-001002,raymond.schultz800@hotmail.com,Platinum,Yes,Mobile App,1980-04-09,Non-binary
CRMP-001635,CUST-001565,thomas.cobb624@hotmail.com,Gold,Yes,Marketplace,2008-04-03,Prefer not to say
CRMP-001316,CUST002602,scott.perez833@gmail.com,Bronze,Yes,Mobile App,1965-01-16,Male
CRMP-002067,CUST-000551,philip.garcia366@hotmail.com,Bronze,No,Marketplace,14-Jun-1961,Female
CRMP-001557,CUST-000782,jeffery.king441@yahoo.com,Platinum,No,Mobile App,1965-01-02,Male
CRMP-001226,CUST-000281,michael.parker14@yahoo.com,Silver,Yes,Marketplace,1973-08-07,Female
CRMP-002776,CUST-000278,tara.webster939@hotmail.com,,No,Web,1969-02-09,female
CRMP-000929,CUST-000664,ashley.cooley987@hotmail.com,Silver,Yes,Marketplace,1996-04-19,Female
CRMP-001301,CUST-002618,michelle.garcia760@gmail.com,Bronze,Yes,Mobile App,1961-08-15,Female
CRMP-002328,CUST-001161,michele.martinez841@gmail.com,Gold,Yes,Web,1984-08-10,Prefer not to say
CRMP-000623,CUST-906335,edwardgreene@example.com,Silver,Yes,Mobile App,1996-05-04,Female
CRMP-001425,CUST-002049,jose.ross214@hotmail.com,Silver,Yes,Web,1948-05-30,Female
CRMP-001625,CUST-000544,aimee.allen995@yahoo.com,Bronze,Yes,Web,2002-06-29,Male
CRMP-001817,CUST-001662,christine.brown796@gmail.com,Silver,No,Mobile App,1971-11-03,Non-binary
CRMP-001744,CUST-001345,bernard.ortiz171@gmail.com,Silver,No,Mobile App,1966-01-25,Female
CRMP-001682,CUST-001312,patricia.vega351@gmail.com,Gold,Yes,Mobile App,1988-02-11,Female
CRMP-000164,CUST-000451,kimberly.esparza57@hotmail.com,Gold,Yes,Mobile App,2000-07-15,Prefer not to say
CRMP-001547,CUST-000493,sandra.gillespie838@gmail.com,Silver,No,Mobile App,1985-07-24,Male
CRMP-000814,CUST-001268,robert.hill36@gmail.com,Silver,No,Web,1958-12-12,Male
CRMP-000167,CUST-000646,shannon.welch383@gmail.com,Bronze,Yes,Mobile App,1953-12-06,Male
CRMP-000640,CUST-002552,cheryl.king674@yahoo.com,Silver,No,Web,1983-04-22,Male
CRMP-001476,CUST-000390,heather.holden895@hotmail.com,Bronze,No,Web,1983-09-18,Female
CRMP-000118,cust-000119,deborah.case432@hotmail.com,Gold,No,Web,1961-07-29,Female
CRMP-002438,cust-001959,patricia.nguyen404@hotmail.com,Silver,Yes,Mobile App,1946-09-01,Female
CRMP-002311,CUST-000354,ryan.long251@gmail.com,Bronze,Yes,Mobile App,1964-11-28,Male
CRMP-002196,CUST-000598,thomas.beltran954@hotmail.com,,Yes,Web,1972-11-26,Male
CRMP-000159,CUST-000702,jonathan.walker172@hotmail.com,Gold,Yes,Mobile App,1942-08-16,Female
CRMP-001660,CUST-001438,zachary.parks921@hotmail.com,Bronze,Yes,Web,1968-08-13,Female
CRMP-001010,cust-000319,kathleen.davidson930@gmail.com,,Yes,Mobile App,1979-09-20,Male
CRMP-000210,CUST-002849,emily.hardy175@yahoo.com,Bronze,Yes,Mobile App,1954-08-05,Female
CRMP-000524,cust-002841,hailey.watkins838@gmail.com,Platinum,Yes,Web,1982-02-15,Female
CRMP-002365,CUST-000516,monica.warren893@hotmail.com,Gold,Yes,Web,1988-05-14,Male
CRMP-001313,CUST000431,christopher.dawson89@yahoo.com,Bronze,No,Web,1945-11-04,Male
CRMP-000132,CUST-000432,karen.glass533@gmail.com,Gold,No,In-Store,1977-11-17,Female
CRMP-000861,CUST-002871,kimberly.williams238@gmail.com,Silver,Yes,Mobile App,1987-09-02,Male
CRMP-000990,CUST-000652,steven.hopkins757@gmail.com,Silver,No,Web,1952-04-09,Male
CRMP-002719,CUST-000049,phyllis.meyer606@hotmail.com,Platinum,No,Mobile App,1969-01-26,Female
CRMP-000530,CUST-001460,amy.aguirre876@gmail.com,Platinum,No,Mobile App,1966-01-12,Male
CRMP-001182,CUST-002610,andrew.williams336@yahoo.com,Bronze,No,Web,1986-05-22,FEMALE
CRMP-001840,CUST-002240,michael.pearson646@yahoo.com,Bronze,Yes,Mobile App,1976-08-16,Male
CRMP-001937,CUST-001596,seth.sanders291@yahoo.com,Bronze,No,Mobile App,1948-04-07,Male
CRMP-000888,CUST002673,tammy.rangel848@gmail.com,Gold,Yes,Web,1964-11-27,Female
CRMP-002650,CUST-002377,audrey.watson30@gmail.com,,Yes,Mobile App,1977-06-11,Female
CRMP-001707,CUST-000117,susan.fleming7@yahoo.com,Silver,Yes,Marketplace,1962-10-10,Female
CRMP-000561,CUST-002881,luis.wilson681@hotmail.com,Silver,Yes,Web,1997-03-09,Male
CRMP-000058,CUST-000904,robert.peterson609@yahoo.com,Bronze,Yes,Mobile App,1977-11-30,Male
CRMP-000569,CUST-971596,ryan46@example.net,Gold,No,Mobile App,1979-09-25,Male
CRMP-001733,CUST-002163,joshua.armstrong816@hotmail.com,Bronze,Yes,Marketplace,1956-02-03,Female
CRMP-002185,cust-002912,christina.thornton479@hotmail.com,Gold,No,Web,1976-07-29,Male
CRMP-000311,CUST-001389,kenneth.smith655@hotmail.com,Bronze,Yes,Marketplace,1951-10-07,Male
CRMP-001449,CUST-000019,luis.evans463@hotmail.com,Silver,Yes,Web,1960-05-17,Male
CRMP-002287,CUST-002614,whitney.diaz934@yahoo.com,Bronze,No,Mobile App,1995-11-16,Male
CRMP-002335,CUST-000774,melissa.lee718@yahoo.com,Bronze,No,Mobile App,1977-06-20,Non-binary
CRMP-000125,CUST-002115,sue.gordon962@gmail.com,Gold,No,Web,2001-12-07,Male
CRMP-000673,CUST-001608,adam.romero673@hotmail.com,Silver,Yes,Web,1959-09-26,Male
CRMP-001077,CUST-001948,elizabeth.perez839@gmail.com,Gold,No,Web,1960-02-01,Male
CRMP-000436,CUST-001525,joseph.jacobs680@gmail.com,Bronze,Yes,Mobile App,1971-09-04,Non-binary
CRMP-001952,CUST-001894,julia.taylor195@hotmail.com,,Yes,Mobile App,2004-06-08,Prefer not to say
CRMP-001712,CUST-001566,john.bailey125@yahoo.com,Silver,No,Mobile App,1943-03-23,Female
CRMP-000555,CUST-000478,michael.torres37@gmail.com,Bronze,No,Mobile App,13-Nov-1979,Female
CRMP-002479,000726,alexander.marquez507@yahoo.com,Bronze,No,Mobile App,1956-11-06,Female
CRMP-000809,CUST-000934,mary.warren402@gmail.com,Silver,Yes,Web,1972-12-24,Female
CRMP-001365,CUST-002998,brandon.sullivan977@gmail.com,Silver,Yes,Web,1956-04-02,Male
CRMP-001410,CUST-000969,kimberly.stuart863@gmail.com,Gold,Yes,Mobile App,1991-01-14,Male
CRMP-001509,CUST-000632,MICHAEL.HANSEN63@GMAIL.COM,Gold,Yes,Mobile App,1981-11-22,Male
CRMP-001754,CUST-002707,lawrence.martinez686@yahoo.com,Silver,Yes,Web,1943-12-10,Male
CRMP-002269,CUST-002102,raymond.davis846@gmail.com,Silver,Yes,Web,1946-03-17,Prefer not to say
CRMP-000333,CUST-001188,elizabeth.stephenson864@hotmail.com   ,Platinum,No,Mobile App,1991-10-17,Prefer not to say
CRMP-001654,CUST-000232,patrick.gardner248@hotmail.com,Bronze,Yes,Mobile App,1951-08-10,Female
CRMP-001488,CUST-000650,johnny.brooks500@yahoo.com,Bronze,Yes,Marketplace,11/22/1952,Male
CRMP-001225,CUST-002746,dominic.greene500@hotmail.com,Silver,No,Web,2008-03-31,Male
CRMP-001173,000860,mark.klein294@hotmail.com,Gold,No,Marketplace,1955-03-26,Female
CRMP-000309,CUST-001654,jasmine.sullivan921@gmail.com,Platinum,Yes,Web,1982-06-18,Male
CRMP-000994,CUST-002646,tracey.kim739@hotmail.com,Gold,Yes,Web,1942-06-02,PREFER NOT TO SAY
CRMP-001406,CUST-001618,alicia.dixon514@hotmail.com,Silver,No,Marketplace,2003-06-05,Female
CRMP-000093,CUST-001549,david.kelly265@gmail.com,Silver,Yes,Marketplace,1966-11-19,Male
CRMP-002135,CUST-000341,misty.church83@hotmail.com,Silver,Yes,In-Store,1948-01-22,Female
CRMP-000307,CUST-001170,jerry.robinson555@yahoo.com,Silver,Yes,Mobile App,1949-06-13,Male
CRMP-000147,CUST-001512,ariana.lambert592@yahoo.com,Silver,Yes,Mobile App,1996-09-10,Male
CRMP-001443,CUST-000525, mary.stone938@hotmail.com ,Gold,Yes,Mobile App,1966-02-01,Female
CRMP-000384,CUST-002360,beth.jackson58@hotmail.com,Silver,Yes,Web,2003-07-15,Male
CRMP-001200,CUST-002785,john.brown735@yahoo.com,Silver,No,Mobile App,1980-01-03,Male
CRMP-002574,CUST-001519,daniel.mooney717@hotmail.com,Silver,Yes,Mobile App,24-Jul-1968,Female
CRMP-001113,002797,cindy.jennings276@yahoo.com,Bronze,Yes,Marketplace,1964-11-19,Male
CRMP-001186,CUST-001447,steven.gomez569@yahoo.com,Silver,No,Mobile App,1945-08-05,Non-binary
CRMP-000304,CUST-001143,kristen.beck309@gmail.com,Silver,No,Web,1955-03-08,Non-binary
CRMP-000212,CUST-002212,jason.anderson514@gmail.com,Bronze,No,Mobile App,1947-01-25,Female
CRMP-001880,CUST-000289,darryl.anderson431@gmail.com,Bronze,Yes,Web,1953-09-29,Female
CRMP-000195,CUST002154,angel.le391@yahoo.com,Gold,Yes,Web,1954-10-27,Prefer not to say
CRMP-002614,CUST-000622,andrew.newton344@hotmail.com,Bronze,Yes,Marketplace,1943-11-18,Prefer not to say
CRMP-000449,CUST-000894,gary.bernard688@hotmail.com,Gold,No,Mobile App,1991-08-05,Prefer not to say
CRMP-000518,CUST-000367,wayne.smith851@hotmail.com,Platinum,Yes,Web,2003-05-14,Male
CRMP-001452,CUST-000461,cody.bailey425@hotmail.com,Platinum,Yes,In-Store,1960-01-02,Prefer not to say
CRMP-000942,CUST-002013,david.sims732@hotmail.com,Bronze,No,Mobile App,1989-04-18,Prefer not to say
CRMP-002304,CUST-000400,scott.baker658@gmail.com,Silver,Yes,Mobile App,1986-11-15,Male
CRMP-001178,CUST-002789,BROOKE.IRWIN108@YAHOO.COM,Bronze,No,Mobile App,1963-03-21,Male
CRMP-001162,CUST-000753,donna.herman628@yahoo.com,Gold,Yes,Web,1980-05-02,Female
CRMP-001276,CUST-000929,micheal.hawkins806@hotmail.com,Bronze,No,Mobile App,1977-03-28,Male
CRMP-001426,CUST-001480,jeffery.bradley325@yahoo.com,Bronze,Yes,In-Store,1964-01-20,Male
CRMP-001916,CUST-000976,stefanie.hansen518@gmail.com,Bronze,No,Mobile App,1992-05-12,Female
CRMP-002116,CUST-002787,bryan.johnston684@hotmail.com,Platinum,Yes,Web,2007-03-11,Prefer not to say
CRMP-002384,002772,eric.martin15@gmail.com,Silver,Yes,Web,1974-09-17,Male
CRMP-000859,CUST-002308,alan.moore809@gmail.com,Silver,Yes,Mobile App,1950-10-26,Female
CRMP-001119,CUST-000454,henry.george673@gmail.com,Bronze,Yes,Mobile App,1995-05-01,Male
CRMP-000720,CUST-001069,nicholas.flowers932@yahoo.com,Bronze,Yes,Mobile App,2003-10-28,Male
CRMP-002513,CUST-002209,jessica.cook954@hotmail.com,Platinum,No,Web,1996-12-03,Male
CRMP-000071,CUST-001290,linda.ramsey928@hotmail.com,Gold,Yes,Web,1958-09-16,Male
CRMP-001106,CUST-002071,zachary.henry634@yahoo.com,Bronze,Yes,Mobile App,1970-06-14,Male
CRMP-001467,CUST-000349,daniel.perez983@hotmail.com,Silver,Yes,Web,1959-02-26,Female
CRMP-000676,CUST-001791,tyler.zavala46@yahoo.com,Gold,No,Mobile App,1948-12-20,Female
CRMP-000717,CUST-001205,adam.casey871@yahoo.com,Silver,Yes,Mobile App,2001-07-03,Male
CRMP-001067,CUST-002532,lisa.randall905@yahoo.com,Silver,No,Mobile App,1990-09-24,Male
CRMP-000229,CUST-001275,sean.brooks615@hotmail.com,Gold,Yes,Web,1969-01-09,Male
CRMP-001631,CUST-000724,nancy.herring364@gmail.com,Bronze,Yes,Marketplace,1968-11-16,Female
CRMP-000070,CUST-000825,andrew.warren212@hotmail.com,Bronze,Yes,Marketplace,1991-06-18,Prefer not to say
CRMP-001431,CUST-002506,michael.franco203@yahoo.com,Silver,Yes,Mobile App,1983-03-05,Male
CRMP-002632,CUST-000836,bonnie.thompson541@hotmail.com,Silver,No,Web,1971-03-25,Female
CRMP-001265,CUST-001351,alexandra.woods850@yahoo.com,Bronze,No,Mobile App,1988-09-09,Non-binary
CRMP-000577,CUST-000029, mario.padilla555@yahoo.com ,Gold,No,Marketplace,1983-07-31,Male
CRMP-001707,CUST-000117,susan.fleming7@yahoo.com,Silver,Yes,Marketplace,1962-10-10,Female
CRMP-000910,CUST001356,timothy.acevedo800@gmail.com,Bronze,No,Mobile App,1961-06-17,Male
CRMP-002481,CUST-001610,brett.gonzalez817@gmail.com,Bronze,Yes,Mobile App,1951-05-22,Female
CRMP-002391,CUST-001740,eric.hurst173@hotmail.com,Platinum,No,Marketplace,2003-12-04,Male
CRMP-002133,CUST-001367,kendra.hall198@gmail.com,Gold,Yes,Mobile App,1985-01-24,Male
CRMP-002730,CUST-001422,ryan.allen543@gmail.com,Bronze,Yes,Web,1966-11-13,fEMALE
CRMP-001417,CUST-000954,andre.simpson674@yahoo.com,Bronze,No,Mobile App,2000-10-08,Male
CRMP-000505,CUST-002197,samuel.cochran264@hotmail.com,Bronze,No,Mobile App,1984-02-05,Male
CRMP-002606,CUST-001971,laura.mendoza360@gmail.com,Bronze,Yes,Mobile App,1987-01-25,Female
CRMP-002252,CUST-000731,robin.davis325@yahoo.com,Platinum,Yes,Mobile App,1996-11-26,Female
CRMP-001743,CUST-000191,jason.medina176@gmail.com,Gold,No,Mobile App,1962-11-01,Male
CRMP-002722,CUST-001335,jacqueline.zamora738@yahoo.com,Bronze,Yes,Web,"December 28, 1955",Male
CRMP-000593,CUST-002979,thomas.cooper800@gmail.com,Gold,Yes,In-Store,1969-09-28,Female
CRMP-002656,CUST-000276,victoria.andrews479@yahoo.com,Bronze,Yes,Web,2003-05-18,male
CRMP-001302,cust-002399,jamie.leon998@gmail.com,Gold,Yes,Web,1981-07-23,Female
CRMP-001609,CUST-001264,nicole.holder961@hotmail.com,Gold,Yes,In-Store,1952-11-14,Female
CRMP-001493,CUST-001987,edwin.rowe990@gmail.com,Bronze,Yes,In-Store,1966-11-01,Female
CRMP-002573,CUST-000279,sean.davis193@gmail.com,Bronze,Yes,Mobile App,1988-09-22,Female
CRMP-001143,CUST-000913,maria.wheeler997@hotmail.com,Bronze,No,Web,1995-02-08,Male
CRMP-002556,CUST-002742,sandra.day395@yahoo.com,Silver,Yes,Web,1950-07-20,Female
CRMP-000136,CUST-000946,richard.castro57@gmail.com,Gold,No,Mobile App,1957-06-11,Male
CRMP-002425,CUST-000330,BILLY.KELLY709@HOTMAIL.COM,Bronze,Yes,Marketplace,1959-02-25,Female
CRMP-001783,CUST-000730,michelle.wong620@hotmail.com,Bronze,Yes,Mobile App,1972-03-08,Female
CRMP-001736,CUST-000635,aaron.miller326@gmail.com,Bronze,No,Marketplace,"March 22, 1986",Female
CRMP-002063,CUST-000617,anthony.adams463@gmail.com,Silver,No,Web,1995-01-10,Prefer not to say
CRMP-001586,CUST-001501,emily.porter618@gmail.com,,Yes,Mobile App,1981-09-29,Female
CRMP-002120,CUST-001699,mary.dudley850@gmail.com,Bronze,Yes,Mobile App,1957-08-13,Female
CRMP-001132,CUST002497,stacy.spencer267@hotmail.com,Bronze,No,Mobile App,2002-01-19,Female
CRMP-001708,CUST-000028,hannah.callahan471@hotmail.com,Gold,No,In-Store,1979-04-13,Male
CRMP-001549,CUST-002189,adam.martinez425@gmail.com,Bronze,No,Mobile App,2001-08-26,Male
CRMP-001140,CUST-000009,sherry.wallace92@yahoo.com,Gold,No,In-Store,1967-12-18,Female
